Station;Station alias;Date established;Date closed;Declared reporting status;Calculated reporting status;Station type;WIGOS Station Identifier(s);WMO Region;Country;Latitude;Longitude;Elevation;Geopositioning method;Time zone;Supervising organization;Station URL;Other link (URL);Site description;Climate zone;Predominant surface cover;Surface roughness;Topography or bathymetry;Population in 10km/50km;Programs/Network affiliation
MOOSONEE UA, ONT;;;;Operational;Operational;Land (fixed);0-20001-0-71836|primary;North America, Central America and the Caribbean;Canada;51.2666666667;-80.65;10;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;GUAN;RAD;RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.";;;;;;GOS:Operational, GUAN:Operational, RBSN(T):Operational
NORMAN WELLS UA, NWT;;;;Operational;Operational;Land (fixed);0-20001-0-71043|primary;North America, Central America and the Caribbean;Canada;65.2833333333;-126.75;93.6;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RBSN(T);SNOW;SOLRA;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey; Solar radiation measurements.";;;;;;GOS:Operational, RBSN(T):Operational
PETAWAWA A, ONT;;1970-01-01;;Operational;Operational;Land (fixed);0-20000-0-71625|primary;North America, Central America and the Caribbean;Canada;45.95;-77.3166666667;130.1;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);OBS. RW IRREG.*;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational
PICKLE LAKE UA, ONT;;;;Operational;Operational;Land (fixed);0-20001-0-71845|primary;North America, Central America and the Caribbean;Canada;51.45;-90.2;386.2;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(T):Operational
PORT HARDY UA, BC;;;;Operational;Operational;Land (fixed);0-20001-0-71109|primary;North America, Central America and the Caribbean;Canada;50.685;-127.3758333333;17.4;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(T):Operational
PRINCE GEORGE UA, BC;;;;Operational;Operational;Land (fixed);0-20000-0-71908|primary;North America, Central America and the Caribbean;Canada;53.9;-122.79;600.54;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(T):Operational
RESOLUTE UA, NU;;;;Operational;Operational;Land (fixed);0-20001-0-71924|primary;North America, Central America and the Caribbean;Canada;74.7041666667;-94.9680555556;46.1;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;EVAP;ICE;OZONE;RAD;RBSN(T);SNOW;SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Ice observations; Ozone observations; Radiation measurements; Snow survey; Solar radiation measurements.";;;;;;GOS:Operational, RBSN(T):Operational
SABLE ISLAND, NS;;1898-01-01;;Operational;Operational;Land (fixed);0-20000-0-71600|primary;North America, Central America and the Caribbean;Canada;43.9322222222;-60.0094444444;5;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);GSN;RBCN;RBSN(ST);SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
SEPT-ILES UA, QUE;;;;Operational;Operational;Land (fixed);0-20000-0-71811|primary;North America, Central America and the Caribbean;Canada;50.2166666667;-66.25;53.1;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RBSN(T);SNOW;SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey; Solar radiation measurements.";;;;;;GOS:Operational, RBSN(T):Operational
SHILO, MAN;;1964-01-01;;Operational;Operational;Land (fixed);0-20000-0-71853|primary;North America, Central America and the Caribbean;Canada;49.7827777778;-99.6430555556;375.2;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: OBS. RW IRREG.*;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
ST JOHN'S WEST UA, NFLD;;1966-01-01;;Operational;Operational;Land (fixed);0-20000-0-71802|primary;North America, Central America and the Caribbean;Canada;47.5166666667;-52.7833333333;112.45;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(T):Operational
STEPHENVILLE UA, NFLD;;;;Operational;Operational;Land (fixed);0-20001-0-71815|primary;North America, Central America and the Caribbean;Canada;48.5666666667;-58.5666666667;57;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(T):Operational
STONY PLAIN UA, ALTA;;1966-01-01;;Operational;Operational;Land (fixed);0-20000-0-71119|primary;North America, Central America and the Caribbean;Canada;53.5475;-114.1083333333;766.3;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;OZONE;RAD;RBSN(ST);SNOW;SOLRA;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Ozone observations; Radiation measurements; Snow survey; Solar radiation measurements.";;;;;;GOS:Operational, RBSN(ST):Operational
Shearwater UA, NS;;2019-08-14;;Operational;Operational;Land (fixed);0-124-0-73110|primary;North America, Central America and the Caribbean;Canada;44.63194444;-63.50527778;38;;UTC-4;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);GSN;RBCN;RBSN(ST);SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";Snow - Fully humid - Warm summer;Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009));;(unknown) at Middle relative elevation within hollows of very low altitude;;GOS:Operational, RBSN(T):Operational
THE PAS UA, MAN;;;;Operational;Operational;Land (fixed);0-20001-0-71867|primary;North America, Central America and the Caribbean;Canada;53.9666666667;-101.1;274;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(T):Operational
VALCARTIER A, QUE;;;;Operational;Operational;Land (fixed);0-20000-0-71716|primary;North America, Central America and the Caribbean;Canada;46.9;-71.5;167.6;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;OBS. RW IRREG.*;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
Vernon UA, BC;;2018-01-25;;Operational;Operational;Land (fixed);0-124-0-73033|primary;North America, Central America and the Caribbean;Canada;50.26184722;-119.27166667;379;;UTC-8;EC;;;;Snow - Fully humid - Warm summer;Sparse (<15%) vegetation(Surface cover types (GlobCover2009));;(unknown) at Lowest relative elevation within mountains of middle altitude;;GOS:Operational, RBSN(T):Operational
WHITEHORSE UA, YT;;;;Operational;Operational;Land (fixed);0-20001-0-71964|primary;North America, Central America and the Caribbean;Canada;60.7327777778;-135.0969444444;707;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RAD;RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.";;;;;;GOS:Operational, RBSN(T):Operational
YARMOUTH UA, NS;;;;Operational;Operational;Land (fixed);0-20001-0-71603|primary;North America, Central America and the Caribbean;Canada;43.8666666667;-66.1;8.9;;;EC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(T):Operational
OWEN ROBERTS AIRPORT GRAND CAYMAN;;1956-01-01;;Operational;Operational;Land (fixed);0-20000-0-78384|primary;North America, Central America and the Caribbean;Cayman Islands;19.2916666667;-81.3583333333;3;;UTC-5;CINWS;http://www.weather.gov.ky/portal/page/portal/nwshome;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);GSN;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";Equatorial - Monsoon;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
SAN ANDRES (ISLA)/SESQUICENTENARIO;;;;Operational;Operational;Land (fixed);0-20000-0-80001|primary;North America, Central America and the Caribbean;Colombia;12.5833333333;-81.7166666667;1;;;IDEAM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;GUAN;METAR;RBCN;RBSN(ST);SPECI;SUNDUR;WTR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
JUAN SANTAMARIA INT. AIRPORT;;1956-01-01;;Operational;Operational;Land (fixed);0-20000-0-78762|primary;North America, Central America and the Caribbean;Costa Rica;9.9833333333;-84.1833333333;;;;IMN;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);GUAN;RBCN;RBSN(ST);SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GCW:Operational, GOS:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
CAMAGUEY;;1948-01-01;;Operational;Operational;Land (fixed);0-20000-0-78355|primary;North America, Central America and the Caribbean;Cuba;21.4;-77.85;;;;IMC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);GSN;RAD;RBCN;RBSN(S);RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(S):Operational
CASA BLANCA,  LA HABANA;;1871-01-01;;Operational;Operational;Land (fixed);0-20000-0-78325|primary;North America, Central America and the Caribbean;Cuba;23.1666666667;-82.35;;;;IMC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GAW;GSN;RAD;RBCN;RBSN(S);RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(S):Operational
GUANTANAMO, ORIENTE (78367-0);;;;Operational;Operational;Land (fixed);0-20000-0-78367|primary;North America, Central America and the Caribbean;Cuba;19.9;-75.1333333333;;;;IMC;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational
